reviews,category_sentiment,category,sentiment,room
"Ukuran kamar kecil tapi cukup lah, wifi kebetulan lagi rusak, sinyal sangat susah krn kamar dilantai bawah, kebersihan baik, ac dingin, tv ada n berfungsi. Selimut, handuk, snack, air mineral disediakan. Pelayanan bapak kosnya cukup baik dan helpful.",linen_P1-pos,linen_P1,pos,Single
"Ukuran kamar kecil tapi cukup lah, wifi kebetulan lagi rusak, sinyal sangat susah krn kamar dilantai bawah, kebersihan baik, ac dingin, tv ada n berfungsi. Selimut, handuk, snack, air mineral disediakan. Pelayanan bapak kosnya cukup baik dan helpful.",service-pos,service,pos,Single
"Ada kecoa di kamar mandi, AC kurang dingin, air panas malam hari tdk nyala",kebersihan-neg,kebersihan,neg,Deluxe
"Ada kecoa di kamar mandi, AC kurang dingin, air panas malam hari tdk nyala",ac_P1-neg,ac_P1,neg,Double
"Ada kecoa di kamar mandi, AC kurang dingin, air panas malam hari tdk nyala",air_panas_P1-neg,air_panas_P1,neg,Deluxe
"Cukup ramah pelayanan nya baik karena menyediakan pemesanan makanan minuman, Namun  perlu diperbaiki dari segi fasilitas kamar seperti Stopkontak nya di tambah, Air hangatnya kadang tidak berfungsi maka perlu di cek berkala",service-pos,service,pos,Suite
"Cukup ramah pelayanan nya baik karena menyediakan pemesanan makanan minuman, Namun  perlu diperbaiki dari segi fasilitas kamar seperti Stopkontak nya di tambah, Air hangatnya kadang tidak berfungsi maka perlu di cek berkala",air_panas_P1-neg,air_panas_P1,neg,Double
"kurang bersih , tanpa lobby, service tidak selalu standby",kebersihan-neg,kebersihan,neg,Twin
"kurang bersih , tanpa lobby, service tidak selalu standby",service-neg,service,neg,Suite
bersih tempatnya. saya suka. cuma air panasnya lagi macet kmrn.,kebersihan-pos,kebersihan,pos,Superior
bersih tempatnya. saya suka. cuma air panasnya lagi macet kmrn.,air_panas_P1-neg,air_panas_P1,neg,Twin
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,tv_P1-neg,tv_P1,neg,Single
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,service-neg,service,neg,Twin
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Double
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",tv_P1-neg,tv_P1,neg,Suite
"Bagus, nyaman, sangat dekat dengan St Kereta Sawah Besar. Makanannya standar tapi. Siaran TV nya jg bisa di tambah mustinya. Staff ramah dan membantu. NO DEPOSIT",service-pos,service,pos,Double
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",kebersihan-neg,kebersihan,neg,Suite
"Cukup baik hanya sedang renove jadi terlihat kotor , pelayanan oke",service-pos,service,pos,Double
"baik cuma buat masukkan kedepannya, kmren spreinya agak demek seperti blom kering, dengan kondisi musim hujan, menyarankan agar diperhatikan hal tersebut terima kasih",linen_P1-neg,linen_P1,neg,Double
tidak melayani dengan baik,service-neg,service,neg,Twin
kamar lumayan. sayang wifi susah koneksi,wifi_P1-neg,wifi_P1,neg,Suite
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",service-neg,service,neg,Superior
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",kebersihan-neg,kebersihan,neg,Twin
"JANGAN PILIH KAMAR DISINI Pelayanannya mengecewakan. Kami dibentak saat akan checkin alasannya karena nama kami blm terupdate. Kamar sangat kotor & tidak dibersihkan. Banyak rambut di wc. AC mati, dan tidak dapat handuk. CS dari airy pun tdk menggubris komplain kami. Kami bahkan telah menulis surat pembaca ke koran untk properti asal-asalan ini",ac_P1-neg,ac_P1,neg,Twin
Free wifi mengecewakan karena tidak bisa digunakan Intalasi listrik kurang rapi.,wifi_P1-neg,wifi_P1,neg,Twin
"Air panas nya gak banget panas ,sy bawa anak bayi kasian jadi mandi air dingin",air_panas_P1-neg,air_panas_P1,neg,Single
Nyaman pelayanan sigap berasa di rumah.. Hanya saja soal privasi kurang krn penjaga rumah nya sering masuk kamar tanpa diminta di saat tamu tidak ada.,service-neg,service,neg,Single
kamar cukup luas.. kamar mandi kotor,kebersihan-neg,kebersihan,neg,Suite
Staff cuek,service-neg,service,neg,Twin
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",bau_P1-neg,bau_P1,neg,Twin
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",ac_P1-neg,ac_P1,neg,Twin
"Sangat mengecewakan... Tempat nya susah d cari, kamar mandi pengap dan bau, AC tidak dingin dan menetes, terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan kayak pereman pasar... Di tambah kemarin dapat kamar 202 tangg",service-neg,service,neg,Superior
Fasilitas ok. cuma tv nya kurang bersih antenanya.,tv_P1-neg,tv_P1,neg,Twin
Fasilitas ok. cuma tv nya kurang bersih antenanya.,linen_P1-pos,linen_P1,pos,Deluxe
"kamarx kurang luas, slebihx nyaman dan wifi nya lumayan buat dikamar cm sering putus2. dan klo bisa sarapan nya di antar ke tiap kamar, karena kasian buat yg telat akhirx tidak kebagian sarapan. mkasih",wifi_P1-neg,wifi_P1,neg,Suite
"kamarx kurang luas, slebihx nyaman dan wifi nya lumayan buat dikamar cm sering putus2. dan klo bisa sarapan nya di antar ke tiap kamar, karena kasian buat yg telat akhirx tidak kebagian sarapan. mkasih",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Superior
"tenang, nyaman, tapi TV error",tv_P1-neg,tv_P1,neg,Suite
"Dari fasilitas,saya kecewa krn wifi yg tdk bisa diakses. Dan layanan breakfast yg tdk dikonfirmasikan batas wktu,sehingga tdk bisa saya dapatkan krn layanan hanya sampai jam 9.00",wifi_P1-neg,wifi_P1,neg,Superior
"Dari fasilitas,saya kecewa krn wifi yg tdk bisa diakses. Dan layanan breakfast yg tdk dikonfirmasikan batas wktu,sehingga tdk bisa saya dapatkan krn layanan hanya sampai jam 9.00",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Superior
Sangat strategis tempat lokasinya. Tetapi untuk ACnya kurang dingin di kamar 202.,ac_P1-neg,ac_P1,neg,Double
"pelayanan baik, ramah, hanya TV nya terlalu kecil.",service-pos,service,pos,Single
"pelayanan baik, ramah, hanya TV nya terlalu kecil.",tv_P1-neg,tv_P1,neg,Single
wifi kurang kencang,wifi_P1-neg,wifi_P1,neg,Single
"Nyaman.  ruangannya bersih dan luas, hanya saja wifi tidak jalan alias lelet",kebersihan-pos,kebersihan,pos,Double
"Nyaman.  ruangannya bersih dan luas, hanya saja wifi tidak jalan alias lelet",wifi_P1-neg,wifi_P1,neg,Twin
minus nya ac nya lama dingin nya,ac_P1-neg,ac_P1,neg,Deluxe
Sayang Wifi Gak Bagus Mesti Keluar Kamar,wifi_P1-neg,wifi_P1,neg,Suite
ac nya susah di nyalain,ac_P1-neg,ac_P1,neg,Twin
tvnya jadiin tv satelit dong biar asik,tv_P1-neg,tv_P1,neg,Deluxe
kurangnya kebersihan kamar mandi dan lorong menuju kamar. untunglah pelayanan cepat tanggap,kebersihan-neg,kebersihan,neg,Double
kurangnya kebersihan kamar mandi dan lorong menuju kamar. untunglah pelayanan cepat tanggap,service-pos,service,pos,Deluxe
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",kebersihan-neg,kebersihan,neg,Twin
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",service-pos,service,pos,Single
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",bau_P1-neg,bau_P1,neg,Superior
"Kamarnya besar, bersihh pelayanan ramah,  harga yg dberikan sngt memuaskn saat melihat kamarnya lengkap, tp akses ke kamarnya yg jauh dbelakang sih dan aroma nya kurang suka,  over all ini keren hrusnya ga smurah itu klo ga pke airy room,  top deh ga mengecewakan",general-pos,general,pos,Double
kamar kotor... tidak ada perlengkapan snack dan mandi dari airy,kebersihan-neg,kebersihan,neg,Twin
kamar kotor... tidak ada perlengkapan snack dan mandi dari airy,linen_P1-neg,linen_P1,neg,Deluxe
Kebersihan harap di tingkatkan,kebersihan-neg,kebersihan,neg,Double
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",kebersihan-pos,kebersihan,pos,Double
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",linen_P1-neg,linen_P1,neg,Deluxe
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",bau_P1-neg,bau_P1,neg,Double
"room bersih tapi sayang linen kotir, bekas ada spot, kamar mandi bau, handuk sudah waktunya di ganti karena warnanya putih kehitaman, wifi susah(sinyal ada tetapi tidak mau connect).",wifi_P1-neg,wifi_P1,neg,Twin
"Saya suka, nyaman dan tenang, hanya saja kamar mandi sedikit berbau tapi buat saya tidak masalah ttp puas",bau_P1-neg,bau_P1,neg,Single
Sinyal hp jelek. wifi juga terbatas,wifi_P1-neg,wifi_P1,neg,Superior
Aman dan nyaman + ac kurang dingin,ac_P1-neg,ac_P1,neg,Deluxe
Pelayanan memuaskan.. Kamar bagus.. Namun tolong dong.. Diadakan keset kaki di kamar mandi.. Biar nda basah klw dari kamar mandi.. Makasi...,service-pos,service,pos,Twin
Pelayanan memuaskan.. Kamar bagus.. Namun tolong dong.. Diadakan keset kaki di kamar mandi.. Biar nda basah klw dari kamar mandi.. Makasi...,linen_P1-neg,linen_P1,neg,Deluxe
Wifi tdk ada & pintu kamar mandi tdk bisa terkunci...,wifi_P1-neg,wifi_P1,neg,Deluxe
"semuanya baik, kecuali pemasangan TV, posisi gak tepat. masak TV didepan lemari.",tv_P1-neg,tv_P1,neg,Suite
Kamarnya butuh perbaikan.. dinding kamar dan pintu2,-ignored-,,ignored,Deluxe
"Kamar yg nyaman, fasilitas nya baik semua, ditambah ketersediaan wifi dengan kualitas yang baik juga. Namun, Ada satu hal yang perlu diperbaiki yaitu ukuran handuk yg terlalu kecil. Sebaiknya sediakan handuk yg berukuran sedang.",wifi_P1-pos,wifi_P1,pos,Double
"Kamar yg nyaman, fasilitas nya baik semua, ditambah ketersediaan wifi dengan kualitas yang baik juga. Namun, Ada satu hal yang perlu diperbaiki yaitu ukuran handuk yg terlalu kecil. Sebaiknya sediakan handuk yg berukuran sedang.",linen_P1-neg,linen_P1,neg,Suite
"kamar nya enak smuanya bagus,tp udh 2hari ini pasti deh wifinya mati..pdhal saya udh sering nginep dsni dan yg saya suka dari hotel ini wifinya gk lemot..",wifi_P1-neg,wifi_P1,neg,Suite
"kamarnya kurang bersih, sarapan biasa aja.",kebersihan-neg,kebersihan,neg,Superior
"kamarnya kurang bersih, sarapan biasa aja.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Deluxe
"utk kesekian kalinya sllu ada plus minus. yang saya dapatkan di airy rooms slipi yakni air conditioner(ac) yang lamban. jd harus menunggu berjam jam utk ruangan lebih dingin. over all, tampak kamar ssuai dengan yg di foto. complimentary snack jg ada. semoga airy tidak dibeda2kan dgn kamar yg lain. trimakasih airy",ac_P1-neg,ac_P1,neg,Deluxe
"utk kesekian kalinya sllu ada plus minus. yang saya dapatkan di airy rooms slipi yakni air conditioner(ac) yang lamban. jd harus menunggu berjam jam utk ruangan lebih dingin. over all, tampak kamar ssuai dengan yg di foto. complimentary snack jg ada. semoga airy tidak dibeda2kan dgn kamar yg lain. trimakasih airy",linen_P1-pos,linen_P1,pos,Double
"Airy room yg di Country Heritage , kurang memuaskan ruangan kotor berdebu, apalagi belakang TV seperti g pernah dilap, mungkin jarang dipakai kali,  risih berada didlm, akhirnya sama pihak hotel diganti dngn yang bukan airy room dan dikasih free, gapp y saya tulis yang sebenarnya, supaya Airy room kedepan lbh baik lg",kebersihan-neg,kebersihan,neg,Deluxe
Untuk koneksi wiffi lebih di tingkatkan lagi ...,wifi_P1-neg,wifi_P1,neg,Double
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",kebersihan-neg,kebersihan,neg,Twin
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",air_panas_P1-neg,air_panas_P1,neg,Single
"Bersih..nyaman utk stay for a while..cuma air panas agak lama,mgkn krn bnyk yg pakai..Over all sudah bagus",general-pos,general,pos,Deluxe
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Twin
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",wifi_P1-neg,wifi_P1,neg,Twin
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",kebersihan-neg,kebersihan,neg,Double
"dekat dengan halte dan stasiun. yang perlu diperbaiki menu sarapan kurang variatif dan wifi ngadat.. kamar minta dibersihin tapi kurang bersih, handuk tidak diganti.. tapi untuk lainnya udah oke.. tq",linen_P1-neg,linen_P1,neg,Twin
seprei dan selimutnya sedikit kotor,linen_P1-neg,linen_P1,neg,Double
"tempat bersih nyaman, cuman wifi sangat sangat lemot banget, makasih",kebersihan-pos,kebersihan,pos,Deluxe
"tempat bersih nyaman, cuman wifi sangat sangat lemot banget, makasih",wifi_P1-neg,wifi_P1,neg,Superior
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",linen_P1-neg,linen_P1,neg,Single
"berkesan: harganya super murah, kolam renang bersih... suram: air krannya bau, beddingnya sudah kusam, ac reyot, selimut tipis, ada suara2 di tengah malam dari langit2...",ac_P1-neg,ac_P1,neg,Twin
Kaca kamar mandi kotor,kebersihan-neg,kebersihan,neg,Suite
"Manajemen yg sangat buruk,, sudah terbit voucher hotel, tapi sampai disana malah kamar full",service-neg,service,neg,Twin
"Kamar mandinya bau, kran berkarat, banyak sarang laba2, tempat tidur kurang bersih, lokasi penginapan masuk gang sehingga tidak bisa masuk mobil.",bau_P1-neg,bau_P1,neg,Superior
"Kamar mandinya bau, kran berkarat, banyak sarang laba2, tempat tidur kurang bersih, lokasi penginapan masuk gang sehingga tidak bisa masuk mobil.",kebersihan-neg,kebersihan,neg,Twin
"AC nya kurang dingin dan kotor,banyak nyamuk dan kurang terawat kamarnya..bau kamar tidak enak smp saya beli obat semprot nyamuk dan beli pengharum ruangan.kolam renang bersih..",ac_P1-neg,ac_P1,neg,Double
"AC nya kurang dingin dan kotor,banyak nyamuk dan kurang terawat kamarnya..bau kamar tidak enak smp saya beli obat semprot nyamuk dan beli pengharum ruangan.kolam renang bersih..",bau_P1-neg,bau_P1,neg,Double
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",service-pos,service,pos,Suite
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",ac_P1-pos,ac_P1,pos,Double
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",air_panas_P1-pos,air_panas_P1,pos,Superior
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",wifi_P1-pos,wifi_P1,pos,Double
"pelayanannya ramah. tempat tidur nyaman, bersih , AC menyala air panas bisa di gunakan wifinya sangat kencang .. mungkin yang perlu diperbaiki bau saluran air di kamar mandi, tp langsung hilang baunya sejauh ini sangat memuaskan ... terimakasih",bau_P1-neg,bau_P1,neg,Single
wifi nya agak lemot tp kamar dan fasilitas keren koq..,wifi_P1-neg,wifi_P1,neg,Suite
wifi nya agak lemot tp kamar dan fasilitas keren koq..,linen_P1-pos,linen_P1,pos,Single
kamar mandi bau.. & banyak nyamuk,bau_P1-neg,bau_P1,neg,Deluxe
